species,lon,lat
fulanus_fulanus,-73.58333,-3.83333
fulanus_fulanus,-67.13333,5.55
fulanus_fulanus,-66.83333,5.81666
fulanus_fulanus,-42.96749878,-21.45969963
fulanus_fulanus,-39.133333,-16.333333
fulanus_fulanus,-37.9794,-12.3739
fulanus_fulanus,-39.84280014,-14.28359985
fulanus_fulanus,-42.96749878,-21.45969963
fulanus_fulanus,-42.96749878,-21.45969963
fulanus_fulanus,-39.016667,-16.266667
fulanus_fulanus,-37.94499969,-11.79609966
fulanus_fulanus,-60.025,-3.10194
fulanus_fulanus,-41.99722222,-12.18305556
fulanus_fulanus,-41.99722222,-12.18305556
fulanus_fulanus,-41.99722222,-12.18305556
fulanus_fulanus,-40.77583333,-19.51472222
fulanus_fulanus,-65.08583333,-4.14444444
fulanus_fulanus,-52.53,-5.64861111
fulanus_fulanus,-52.53,-5.64861111
fulanus_fulanus,-65.08583333,-4.14444444
fulanus_fulanus,-63.82860184,-10.21170044
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-43.04059982,-22.65279961
fulanus_fulanus,-39.73220062,-18.59329987
fulanus_fulanus,-39.04940033,-14.78890038
fulanus_fulanus,-39.07529831,-15.29329967
fulanus_fulanus,-41.13470078,-20.3397007
fulanus_fulanus,-39.07529831,-15.29329967
fulanus_fulanus,-48.833056,-1.75
fulanus_fulanus,-40.60029984,-19.93560028
fulanus_fulanus,-51.966667,1.433333
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-38.99670029,-14.27750015
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-46.13999939,-1.196670055
fulanus_fulanus,-48.76890182,-1.883890033
fulanus_fulanus,-48.76890182,-1.883890033
fulanus_fulanus,-48.433889,-1.313333
fulanus_fulanus,-46.844167,-1.126667
fulanus_fulanus,-46.750556,-1.101944
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-50.82109833,-1.935559988
fulanus_fulanus,-51.75,-0.833333
fulanus_fulanus,-48.470614,-1.437281
fulanus_fulanus,-53.2,3.616667
fulanus_fulanus,-52.283333,4.616667
fulanus_fulanus,-58.933333,1.366667
fulanus_fulanus,-39,-15.333333
fulanus_fulanus,-68.516667,-15.333333
fulanus_fulanus,-35.00249863,-7.560560226
fulanus_fulanus,-44.328889,-2.691667
fulanus_fulanus,-44.328889,-2.691667
fulanus_fulanus,-44.328889,-2.691667
fulanus_fulanus,-43.843611,-22.112222
fulanus_fulanus,-38.930556,-13.943056
fulanus_fulanus,-39.07529831,-15.29329967
fulanus_fulanus,-41.13470078,-20.3397007
fulanus_fulanus,-48.4555221,-1.2849922
fulanus_fulanus,-39.1345131,-13.9705727
fulanus_fulanus,-39.07,-14.7
fulanus_fulanus,-39.07,-14.7
fulanus_fulanus,-41.27703,-20.331291
fulanus_fulanus,-68.3562352,-15.4662426
fulanus_fulanus,-68.3562352,-15.4662426
fulanus_fulanus,-68.3562352,-15.4662426
fulanus_fulanus,-39.0666667,-15.1833333
fulanus_fulanus,-63.95,-18.10833
fulanus_fulanus,-68.2,-13.93638
fulanus_fulanus,-67.92111,-14.17694
fulanus_fulanus,-67.92194,-14.15972
fulanus_fulanus,-68.16527,-13.90027
fulanus_fulanus,-67.92194,-14.15972
fulanus_fulanus,-67.9566667,-14.3588889
fulanus_fulanus,-68.16555,-13.89277
fulanus_fulanus,-68.51666,-15.33333
fulanus_fulanus,-69.8333333,-13.5
fulanus_fulanus,-72.77888,-11.86333
fulanus_fulanus,-68.8725,-3.37833
fulanus_fulanus,-39.09027,-13.32888
fulanus_fulanus,-67.91666,-14.41666
fulanus_fulanus,-39.73220062,-18.59329987
fulanus_fulanus,-59.31,5.3
fulanus_fulanus,-54.7,4.3
fulanus_fulanus,-72.7789,-11.8633
fulanus_fulanus,-58.9478,1.37333
fulanus_fulanus,-53.2,3.61
fulanus_fulanus,-53.2,3.61
fulanus_fulanus,-53.2,3.61
fulanus_fulanus,-52.28,4.61
fulanus_fulanus,-53.06,5.08
fulanus_fulanus,-39.04940033,-14.78890038
fulanus_fulanus,-39.016667,-16.266667
fulanus_fulanus,-42.96749878,-21.45969963
fulanus_fulanus,-43.35029984,-21.76420021
fulanus_fulanus,-43.35029984,-21.76420021
fulanus_fulanus,-43.35029984,-21.76420021
fulanus_fulanus,-53,-4
fulanus_fulanus,-35.002222,-7.691388
fulanus_fulanus,-34.90639877,-7.834169865
fulanus_fulanus,-41.99722222,-12.18305556
fulanus_fulanus,-41.99722222,-12.18305556
fulanus_fulanus,-63.82860184,-10.21170044
fulanus_fulanus,-63.90390015,-8.761940002
fulanus_fulanus,-60.54169846,-13.11670017
fulanus_fulanus,-65.33940125,-10.78279972
fulanus_fulanus,-63.82860184,-10.21170044
fulanus_fulanus,-35.94329834,-9.306670189
fulanus_fulanus,-34.90639877,-7.834169865
fulanus_fulanus,-35.94329834,-9.306670189
fulanus_fulanus,-35.78079987,-9.197500229
fulanus_fulanus,-36.415178,-9.190069
fulanus_fulanus,-34.995278,-7.838889
fulanus_fulanus,-39.06470108,-16.4496994
fulanus_fulanus,-35.72859955,-8.470279694
fulanus_fulanus,-35.15859985,-8.663610458
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.79330063,-8.726670265
fulanus_fulanus,-35.79330063,-8.726670265
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-49.21670151,-1.528329968
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-46.13999939,-1.196670055
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.394167,-1.439722
fulanus_fulanus,-46.754167,-1.103611
fulanus_fulanus,-48.417222,-1.684167
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.34189987,-1.355280042
fulanus_fulanus,-44.30279922,-2.529720068
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-52.916667,-0.916667
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-36.424722,-9.247222
fulanus_fulanus,-36.424722,-9.247222
fulanus_fulanus,-35.856111,-8.699167
fulanus_fulanus,-50.79309845,2.053329945
fulanus_fulanus,-46.80930556,-1.18172222
fulanus_fulanus,-34.906111,-7.834444
fulanus_fulanus,-52.2,4.516667
fulanus_fulanus,-59.7,7.366667
fulanus_fulanus,-59.7,7.366667
fulanus_fulanus,-59.7,7.366667
fulanus_fulanus,-59.1,1.916667
fulanus_fulanus,-61.733333,8.066667
fulanus_fulanus,-61.733333,8.066667
fulanus_fulanus,-39.115,-14.499722
fulanus_fulanus,-39.202778,-14.770278
fulanus_fulanus,-39.339444,-15.174167
fulanus_fulanus,-40.054444,-16.406389
fulanus_fulanus,-39.341667,-15.173611
fulanus_fulanus,-39.202222,-16.419167
fulanus_fulanus,-39.073333,-14.469167
fulanus_fulanus,-39.385278,-15.189444
fulanus_fulanus,-39.335833,-15.178333
fulanus_fulanus,-39.339444,-15.174167
fulanus_fulanus,-39.202222,-16.419167
fulanus_fulanus,-39.25,-16.5
fulanus_fulanus,-39.202222,-16.419167
fulanus_fulanus,-39.338056,-15.17
fulanus_fulanus,-39.602222,-14.703611
fulanus_fulanus,-34.90639877,-7.834169865
fulanus_fulanus,-39.054722,-15.159722
fulanus_fulanus,-39.054722,-15.159722
fulanus_fulanus,-39.339444,-15.174167
fulanus_fulanus,-39.566111,-15.395833
fulanus_fulanus,-39.05,-15.15
fulanus_fulanus,-40.091389,-14.354722
fulanus_fulanus,-39.583333,-14.683333
fulanus_fulanus,-39.531944,-14.741667
fulanus_fulanus,-39.531944,-14.741667
fulanus_fulanus,-39.3175,-15.148889
fulanus_fulanus,-39.583333,-14.683333
fulanus_fulanus,-34.995278,-7.838889
fulanus_fulanus,-34.995278,-7.838889
fulanus_fulanus,-34.995278,-7.838889
fulanus_fulanus,-39.535833,-14.772222
fulanus_fulanus,-39.060278,-14.399444
fulanus_fulanus,-39.553333,-16.575
fulanus_fulanus,-48.504444,-1.455833
fulanus_fulanus,-39.02470016,-16.27809906
fulanus_fulanus,-39.02470016,-16.27809906
fulanus_fulanus,-39.07529831,-15.29329967
fulanus_fulanus,-39.06470108,-16.4496994
fulanus_fulanus,-39.016667,-14.416667
fulanus_fulanus,-39.016667,-14.416667
fulanus_fulanus,-39.016667,-14.416667
fulanus_fulanus,-39.083333,-15.15
fulanus_fulanus,-39.069167,-14.781944
fulanus_fulanus,-39.069167,-14.781944
fulanus_fulanus,-39.28440094,-14.59309959
fulanus_fulanus,-39.083333,-15.15
fulanus_fulanus,-37.4,-16.85
fulanus_fulanus,-39.07529831,-15.29329967
fulanus_fulanus,-39.05,-16.433333
fulanus_fulanus,-39.07529831,-15.29329967
fulanus_fulanus,-39.459167,-13.890833
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-40.091389,-14.354722
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-39.37360001,-14.16419983
fulanus_fulanus,-35.15859985,-8.663610458
fulanus_fulanus,-34.87310028,-7.940830231
fulanus_fulanus,-35.15859985,-8.663610458
fulanus_fulanus,-35.15859985,-8.663610458
fulanus_fulanus,-36.0318985,-9.162779808
fulanus_fulanus,-36.0318985,-9.162779808
fulanus_fulanus,-36.01169968,-8.82777977
fulanus_fulanus,-35.15859985,-8.663610458
fulanus_fulanus,-35.15859985,-8.663610458
fulanus_fulanus,-35.15859985,-8.663610458
fulanus_fulanus,-35.72859955,-8.470279694
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.15859985,-8.663610458
fulanus_fulanus,-35.1825,-8.576278
fulanus_fulanus,-35.1825,-8.576278
fulanus_fulanus,-39.115,-14.499722
fulanus_fulanus,-39.459167,-13.890833
fulanus_fulanus,-39.202222,-16.419167
fulanus_fulanus,-39.459167,-13.890833
fulanus_fulanus,-39.06470108,-16.4496994
fulanus_fulanus,-39.06470108,-16.4496994
fulanus_fulanus,-34.989167,-7.848611
fulanus_fulanus,-35.10469818,-8.759719849
fulanus_fulanus,-48.976167,-1.619222
fulanus_fulanus,-48.954194,-1.625278
fulanus_fulanus,-47.765836,-1.675947
fulanus_fulanus,-47.116725,-0.958772
fulanus_fulanus,-39.034167,-14.340278
fulanus_fulanus,-39.3175,-15.148889
fulanus_fulanus,-39.28440094,-14.59309959
fulanus_fulanus,-39.133333,-15.166667
fulanus_fulanus,-39.06470108,-16.4496994
fulanus_fulanus,-39.805,-18.2625
fulanus_fulanus,-35.5,-7.583333
fulanus_fulanus,-35.5,-7.583333
fulanus_fulanus,-35.5,-7.583333
fulanus_fulanus,-35.5,-7.583333
fulanus_fulanus,-35.5,-7.583333
fulanus_fulanus,-35.002778,-7.838889
fulanus_fulanus,-35.002778,-7.838889
fulanus_fulanus,-34.90639877,-7.834169865
fulanus_fulanus,-52.9,5
fulanus_fulanus,-52.93333,5.25
fulanus_fulanus,-53.35,4.58333
fulanus_fulanus,-53.35889,4.6075
fulanus_fulanus,-53.35,4.6
fulanus_fulanus,-45.25,-3.5
fulanus_fulanus,-44.3028,-2.5297
fulanus_fulanus,-35.0028,-7.8389
fulanus_fulanus,-39.2022,-16.4192
fulanus_fulanus,-51.75,-0.83
fulanus_fulanus,-48.4447503,-1.4380977
fulanus_fulanus,-48.4447503,-1.4380977
fulanus_fulanus,-48.4555221,-1.2849922
fulanus_fulanus,-48.42052,-1.415684
fulanus_fulanus,-48.4447503,-1.4380977
fulanus_fulanus,-48.441998,-1.4303782
fulanus_fulanus,-48.5044,-1.45583
fulanus_fulanus,-48.4447503,-1.4380977
fulanus_fulanus,-50.18,-0.7
fulanus_fulanus,-51.1463785,2.525951
fulanus_fulanus,-48.4833,-1.45
fulanus_fulanus,-48.4447503,-1.4380977
fulanus_fulanus,-48.4447503,-1.4380977
fulanus_fulanus,-48.4447503,-1.4380977
fulanus_fulanus,-48.417263,-1.4402643
fulanus_fulanus,-39.4592,-13.8908
fulanus_fulanus,-35.854722,-8.707778
fulanus_fulanus,-39.115,-14.4997222
fulanus_fulanus,-39.3417,-15.1736
fulanus_fulanus,-72.26986,-9.04542
fulanus_fulanus,-35.1583,-8.6636
fulanus_fulanus,-39.1442871,-16.3468262
fulanus_fulanus,-39.1797,-16.3861
fulanus_fulanus,-52.152517,4.544767
fulanus_fulanus,-39.06916667,-14.7819444
fulanus_fulanus,-35.10469818,-8.759719849
fulanus_fulanus,-35.147736,-8.551872
fulanus_fulanus,-35.78079987,-9.197500229
fulanus_fulanus,-35.10469818,-8.759719849
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-52.4366666,4.7427777
fulanus_fulanus,-39.4591667,-13.8908333
fulanus_fulanus,-39.115,-14.4997222
fulanus_fulanus,-44.83333,-2.45
fulanus_fulanus,-58.63333,5.31666
fulanus_fulanus,-64.75,6.58333
fulanus_fulanus,-61.73333,8.06666
fulanus_fulanus,-67.56666,4.9
fulanus_fulanus,-61.71666,8.11666
fulanus_fulanus,-61,8.9833333
fulanus_fulanus,-45.67,-3
fulanus_fulanus,-58.683,4.67539
fulanus_fulanus,-58.65,6.4
fulanus_fulanus,-58.65,6.4
fulanus_fulanus,-58.28,6.51
fulanus_fulanus,-61.6,8.2
fulanus_fulanus,-61.6,8.2
fulanus_fulanus,-62.21,8.26
fulanus_fulanus,-58.65,6.03
fulanus_fulanus,-58.75,6.18
fulanus_fulanus,-58.63,5.28
fulanus_fulanus,-58.63,5.28
fulanus_fulanus,-58.6667,5.41667
fulanus_fulanus,-58.6667,5.41667
fulanus_fulanus,-58.6667,5.41667
fulanus_fulanus,-60.0667,5.46667
fulanus_fulanus,-60.1167,7.63333
fulanus_fulanus,-60.1167,7.63333
fulanus_fulanus,-59.9167,7.61667
fulanus_fulanus,-59.9167,7.61667
fulanus_fulanus,-60.0667,5.46667
fulanus_fulanus,-58.41,6.75
fulanus_fulanus,-53.71,3.51
fulanus_fulanus,-61.6,8.2
fulanus_fulanus,-59.1161,1.9275
fulanus_fulanus,-58.63,4.69333
fulanus_fulanus,-52.43,4.74
fulanus_fulanus,-39.202222,-16.419167
fulanus_fulanus,-41.098611,-20.431417
fulanus_fulanus,-36.0318985,-9.162779808
fulanus_fulanus,-35.9375,-9.3125
fulanus_fulanus,-34.989167,-7.848611
fulanus_fulanus,-35.854722,-8.707778
fulanus_fulanus,-35.845464,-8.712425
fulanus_fulanus,-35.79330063,-8.726670265
fulanus_fulanus,-34.989167,-7.848611
fulanus_fulanus,-39.016667,-13.666667
fulanus_fulanus,-39.016667,-13.666667
fulanus_fulanus,-39.054722,-15.159722
fulanus_fulanus,-39.054722,-15.159722
fulanus_fulanus,-39.07529831,-15.29329967
fulanus_fulanus,-39.07529831,-15.29329967
fulanus_fulanus,-39.05,-15.15
fulanus_fulanus,-34.995278,-7.838889
fulanus_fulanus,-34.995278,-7.838889
fulanus_fulanus,-34.995278,-7.838889
fulanus_fulanus,-39.535833,-14.772222
fulanus_fulanus,-39.602222,-14.703611
fulanus_fulanus,-39.719722,-13.586944
fulanus_fulanus,-40.091389,-14.354722
fulanus_fulanus,-35.94329834,-9.306670189
fulanus_fulanus,-39.6371994,-14.70530033
fulanus_fulanus,-35.11610031,-8.590829849
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-59.7,7.366667
fulanus_fulanus,-59.6,7.3
fulanus_fulanus,-59.7,7.366667
fulanus_fulanus,-35.5,-7.583333
fulanus_fulanus,-35.5,-7.583333
fulanus_fulanus,-35.5,-7.583333
fulanus_fulanus,-35.5,-7.583333
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-35.93939972,-8.972499847
fulanus_fulanus,-39.069167,-14.781944
fulanus_fulanus,-40.094444,-14.499722
fulanus_fulanus,-49.8,-0.95
fulanus_fulanus,-39.133333,-16.383333
fulanus_fulanus,-39.07529831,-15.29329967
fulanus_fulanus,-35.002777,-7.838888
fulanus_fulanus,-39.06470108,-16.4496994
fulanus_fulanus,-64.79810333,-7.258609772
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-58.666667,5.333333
fulanus_fulanus,53.35,4.56667
fulanus_fulanus,-55.5863518,-6.3184123
fulanus_fulanus,-55.8661,-1.76556
fulanus_fulanus,-58.66666,5.33333
fulanus_fulanus,-58.66666,5.41666
fulanus_fulanus,-58.63333,5.31666
fulanus_fulanus,-58.65,6.4
fulanus_fulanus,-58.28,6.51
fulanus_fulanus,-58.28,6.51
fulanus_fulanus,-58.63,5.31
fulanus_fulanus,-58.6667,5.33333
fulanus_fulanus,-56.09220123,-2.152220011
fulanus_fulanus,-56.09220123,-2.152220011
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-70.3,-4.283333
fulanus_fulanus,-59.866667,-2.416667
fulanus_fulanus,-63.316667,0.816667
fulanus_fulanus,-59.866667,-2.416667
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-59.6996994,-2.699440002
fulanus_fulanus,-60.083333,-2.316667
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-59.85,-2.383333
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-59.785556,-2.441667
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-58.633333,1.583333
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-59.916667,-2.95
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-67.08920288,-0.130278006
fulanus_fulanus,-59.96667,-2.88333
fulanus_fulanus,-60.29,-2.525
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-60.0917441,-2.326638
fulanus_fulanus,-59.8885828,-2.4292245
fulanus_fulanus,-59.9875349,-2.914218
fulanus_fulanus,-60.025,-3.10194
fulanus_fulanus,-60.025,-3.10194
fulanus_fulanus,-60.025,-3.1019
fulanus_fulanus,-60.025,-3.10194
fulanus_fulanus,-60.0917441,-2.326638
fulanus_fulanus,-58.641726,1.580018
fulanus_fulanus,-59.96666,2.88333
fulanus_fulanus,-58.6456,1.56433
fulanus_fulanus,-59.916667,-2.616667
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-60.02500153,-3.101939917
fulanus_fulanus,-59.866667,-2.416667
fulanus_fulanus,-59.866667,-2.416667
fulanus_fulanus,-59,5
fulanus_fulanus,-60,-1.333333
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-55.768889,-11.142222
fulanus_fulanus,-55.435556,-11.118056
fulanus_fulanus,-55.468333,-11.238333
fulanus_fulanus,-55.27640152,-11.06169987
fulanus_fulanus,-55.768889,-11.143056
fulanus_fulanus,-55.672778,-11.006111
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-48.50439835,-1.455829978
fulanus_fulanus,-50.4803009,-1.682219982
fulanus_fulanus,-50.4803009,-1.682219982
fulanus_fulanus,-55.789719,-12.388692
fulanus_fulanus,-55.483772,-11.238397
fulanus_fulanus,-55.27640152,-11.06169987
fulanus_fulanus,-55.468333,-11.238333
fulanus_fulanus,-55.768889,-11.142222
fulanus_fulanus,-60.3529429,-2.6996631
fulanus_fulanus,-48.347989,-1.106202
fulanus_fulanus,-59.3986,-1.8742
fulanus_fulanus,-54.75,-8.75
fulanus_fulanus,-77.58635,-6.7005333
fulanus_fulanus,-77.9138889,-3.0272223
fulanus_fulanus,-73.5,-4.16666
fulanus_fulanus,-73.2472222,-3.7480555
fulanus_fulanus,-73.75,-4.91666
fulanus_fulanus,-73.541359,-0.515893
fulanus_fulanus,-73,-4
fulanus_fulanus,-59.916667,-2.95
fulanus_fulanus,-55.27640152,-11.06169987
fulanus_fulanus,-55.27640152,-11.06169987
fulanus_fulanus,-59.966667,-2.883333
fulanus_fulanus,-75,-4
fulanus_fulanus,-75,-4
fulanus_fulanus,-75,-4
fulanus_fulanus,-58.783333,4.333333
fulanus_fulanus,-55.214119,4.854971
fulanus_fulanus,-73.53333,-3.85
fulanus_fulanus,-73.08333,-3.5
fulanus_fulanus,-75,-8.66666
fulanus_fulanus,-67.13333,5.55
fulanus_fulanus,-66.75,0.3333333
fulanus_fulanus,-73.5,-3.83333
fulanus_fulanus,-58.7878,4.34111
