"biosphere","life_style","ecosystem","habitat","latitude","longitude","microGroup","meanAbu","meanRich"
"marine","free-living","saline_water","coastal_seawater",39.3322,-75.4699,"CPR",0.00971182983870436,84
"marine","free-living","saline_water","coastal_seawater",39.3322,-75.4699,"DPANN",0.00073023695706721,6
"marine","free-living","saline_water","coastal_seawater",39.415067,-9.218828,"Bonafide",0.991705736018753,54
"marine","free-living","saline_water","coastal_seawater",39.415067,-9.218828,"CPR",0.00779792374300331,81
"marine","free-living","saline_water","coastal_seawater",39.415067,-9.218828,"DPANN",0.00049634023824331,4
"marine","free-living","saline_water","coastal_seawater",40.145122,-8.869328,"Bonafide",0.989847242921013,48
"marine","free-living","saline_water","coastal_seawater",40.145122,-8.869328,"CPR",0.00962493790362626,64
"marine","free-living","saline_water","coastal_seawater",40.145122,-8.869328,"DPANN",0.00052781917536015,2
"marine","free-living","saline_water","coastal_seawater",40.808,14.25,"Bonafide",0.997088868529546,53
"marine","free-living","saline_water","coastal_seawater",40.808,14.25,"CPR",0.00256985799358678,80
"marine","free-living","saline_water","coastal_seawater",40.808,14.25,"DPANN",0.00034127347686669,6
"marine","free-living","saline_water","coastal_seawater",41.1416,-8.6668,"Bonafide",0.997946607994692,52
"marine","free-living","saline_water","coastal_seawater",41.1416,-8.6668,"CPR",0.00191230471803514,75
"marine","free-living","saline_water","coastal_seawater",41.1416,-8.6668,"DPANN",0.00014108728727277,6
"marine","free-living","saline_water","coastal_seawater",41.226579,-8.71988,"Bonafide",0.99159694646086,58
"marine","free-living","saline_water","coastal_seawater",41.226579,-8.71988,"CPR",0.00495435111190541,85.5
"marine","free-living","saline_water","coastal_seawater",41.226579,-8.71988,"DPANN",0.00344870242723404,6
"marine","free-living","saline_water","coastal_seawater",41.524467,-70.672174,"Bonafide",0.996072833331622,57
"marine","free-living","saline_water","coastal_seawater",41.524467,-70.672174,"CPR",0.00314460887515017,85
"marine","free-living","saline_water","coastal_seawater",41.524467,-70.672174,"DPANN",0.00078255779322809,6
"marine","free-living","saline_water","coastal_seawater",41.6666,2.8,"Bonafide",0.996108705334273,53
"marine","free-living","saline_water","coastal_seawater",41.6666,2.8,"CPR",0.00274335228448894,81
"marine","free-living","saline_water","coastal_seawater",41.6666,2.8,"DPANN",0.00114794238123815,6
"marine","free-living","saline_water","coastal_seawater",41.6666666,18.5833333,"Bonafide",0.995452730926113,52
"marine","free-living","saline_water","coastal_seawater",41.6666666,18.5833333,"CPR",0.00333629942841336,80
"marine","free-living","saline_water","coastal_seawater",41.6666666,18.5833333,"DPANN",0.00121096964547358,6
"marine","free-living","saline_water","coastal_seawater",41.6835,-8.8341,"Bonafide",0.996642645357066,53
"marine","free-living","saline_water","coastal_seawater",41.6835,-8.8341,"CPR",0.00314131185156118,80
"marine","free-living","saline_water","coastal_seawater",41.6835,-8.8341,"DPANN",0.00021604279137219,5
"marine","free-living","saline_water","coastal_seawater",41.839834,-83.18995,"Bonafide",0.994309674468246,56
"marine","free-living","saline_water","coastal_seawater",41.839834,-83.18995,"CPR",0.00524205229854381,84
"marine","free-living","saline_water","coastal_seawater",41.839834,-83.18995,"DPANN",0.00044827323320881,6
"marine","free-living","saline_water","coastal_seawater",42.19,-10.17,"Bonafide",0.997126788576849,51.5
"marine","free-living","saline_water","coastal_seawater",42.19,-10.17,"CPR",0.0021652876472758,71
"marine","free-living","saline_water","coastal_seawater",42.19,-10.17,"DPANN",0.00070792377587534,5.5
"marine","free-living","saline_water","coastal_seawater",42.252939,27.415647,"Bonafide",0.995975903965361,56
"marine","free-living","saline_water","coastal_seawater",42.252939,27.415647,"CPR",0.00380080481920689,80
"marine","free-living","saline_water","coastal_seawater",42.252939,27.415647,"DPANN",0.00022329121543232,5
"marine","free-living","saline_water","coastal_seawater",42.404904,-85.40077,"Bonafide",0.998560212353425,38.6764705882353
"marine","free-living","saline_water","coastal_seawater",42.404904,-85.40077,"CPR",0.00111978556552191,23
"marine","free-living","saline_water","coastal_seawater",42.404904,-85.40077,"DPANN",0.00032000208105265,0.676470588235294
"marine","free-living","saline_water","coastal_seawater",42.49,3.14,"Bonafide",0.995243555442307,52
"marine","free-living","saline_water","coastal_seawater",42.49,3.14,"CPR",0.00369473818320799,72
"marine","free-living","saline_water","coastal_seawater",42.49,3.14,"DPANN",0.00106170637448507,6
"marine","free-living","saline_water","coastal_seawater",43.175843,27.908643,"Bonafide",0.995744309139499,55
"marine","free-living","saline_water","coastal_seawater",43.175843,27.908643,"CPR",0.00402912104560598,81
"marine","free-living","saline_water","coastal_seawater",43.175843,27.908643,"DPANN",0.00022656981489518,5
"marine","free-living","saline_water","coastal_seawater",43.22639,5.74583,"Bonafide",0.994642201554182,53
"marine","free-living","saline_water","coastal_seawater",43.22639,5.74583,"CPR",0.00423346386832275,78
"marine","free-living","saline_water","coastal_seawater",43.22639,5.74583,"DPANN",0.00112433457749496,5
"marine","free-living","saline_water","coastal_seawater",43.333333,-1.925,"Bonafide",0.996418147093799,56
"marine","free-living","saline_water","coastal_seawater",43.333333,-1.925,"CPR",0.00322150553133215,84
"marine","free-living","saline_water","coastal_seawater",43.333333,-1.925,"DPANN",0.00036034737486937,6
"marine","free-living","saline_water","coastal_seawater",43.43287,2.90056,"Bonafide",0.995937235800104,58
"marine","free-living","saline_water","coastal_seawater",43.43287,2.90056,"CPR",0.0036982168203712,85
"marine","free-living","saline_water","coastal_seawater",43.43287,2.90056,"DPANN",0.00036454737952484,6
"marine","free-living","saline_water","coastal_seawater",43.57,13.595,"Bonafide",0.995480115860103,54
"marine","free-living","saline_water","coastal_seawater",43.57,13.595,"CPR",0.00384372896533024,82
"marine","free-living","saline_water","coastal_seawater",43.57,13.595,"DPANN",0.00067615517456681,5
"marine","free-living","saline_water","coastal_seawater",43.844408,-69.640969,"Bonafide",0.998542600641455,24.5
"marine","free-living","saline_water","coastal_seawater",43.844408,-69.640969,"CPR",0.00133802488080854,8
"marine","free-living","saline_water","coastal_seawater",43.844408,-69.640969,"DPANN",0.00011937447773666,0.5
"marine","free-living","saline_water","coastal_seawater",43.8604,-69.5781,"Bonafide",0.994986806142343,56
"marine","free-living","saline_water","coastal_seawater",43.8604,-69.5781,"CPR",0.00443965049258634,83
"marine","free-living","saline_water","coastal_seawater",43.8604,-69.5781,"DPANN",0.00057354336507096,5
"marine","free-living","saline_water","coastal_seawater",43.9475,12.935,"Bonafide",0.995922082650646,54
"marine","free-living","saline_water","coastal_seawater",43.9475,12.935,"CPR",0.00315249711754351,83
"marine","free-living","saline_water","coastal_seawater",43.9475,12.935,"DPANN",0.00092542023181017,3
"marine","free-living","saline_water","coastal_seawater",44,13,"Bonafide",0.995923682778675,54
"marine","free-living","saline_water","coastal_seawater",44,13,"CPR",0.00296135080411375,83
"marine","free-living","saline_water","coastal_seawater",44,13,"DPANN",0.00111496641721152,4
"marine","free-living","saline_water","coastal_seawater",44.24,-8.55,"Bonafide",0.997392583064637,52
"marine","free-living","saline_water","coastal_seawater",44.24,-8.55,"CPR",0.00211994702948472,67
"marine","free-living","saline_water","coastal_seawater",44.24,-8.55,"DPANN",0.0004874699058787,5.5
"marine","free-living","saline_water","coastal_seawater",44.66666,-1.16666,"Bonafide",0.996009876428316,57
"marine","free-living","saline_water","coastal_seawater",44.66666,-1.16666,"CPR",0.00314382185203387,84
"marine","free-living","saline_water","coastal_seawater",44.66666,-1.16666,"DPANN",0.00084630171965019,5
"marine","free-living","saline_water","coastal_seawater",44.6936,-63.6403,"Bonafide",0.993651351834445,57.5
"marine","free-living","saline_water","coastal_seawater",44.6936,-63.6403,"CPR",0.00577661066116694,81
"marine","free-living","saline_water","coastal_seawater",44.6936,-63.6403,"DPANN",0.0005720375043879,5.5
"marine","free-living","saline_water","coastal_seawater",45.08,13.61,"Bonafide",0.995135497356788,56
"marine","free-living","saline_water","coastal_seawater",45.08,13.61,"CPR",0.00353255549090383,79
"marine","free-living","saline_water","coastal_seawater",45.08,13.61,"DPANN",0.00133194715230802,6
"marine","free-living","saline_water","coastal_seawater",45.31435,12.508317,"Bonafide",0.999189612704005,52
"marine","free-living","saline_water","coastal_seawater",45.31435,12.508317,"CPR",0.00079118380556849,60
"marine","free-living","saline_water","coastal_seawater",45.31435,12.508317,"DPANN",1.920349042641e-05,3
"marine","free-living","saline_water","coastal_seawater",45.325568,13.33189,"Bonafide",0.991633767920753,58
"marine","free-living","saline_water","coastal_seawater",45.325568,13.33189,"CPR",0.00530853855517031,85
"marine","free-living","saline_water","coastal_seawater",45.325568,13.33189,"DPANN",0.00305769352407664,6
"marine","free-living","saline_water","coastal_seawater",45.4125,12.5265,"Bonafide",0.993824185198156,55
"marine","free-living","saline_water","coastal_seawater",45.4125,12.5265,"CPR",0.00519794856146159,80
"marine","free-living","saline_water","coastal_seawater",45.4125,12.5265,"DPANN",0.00097786624038171,5
"marine","free-living","saline_water","coastal_seawater",45.4142,12.4378,"Bonafide",0.993866896761497,54
"marine","free-living","saline_water","coastal_seawater",45.4142,12.4378,"CPR",0.00529507799842317,80
"marine","free-living","saline_water","coastal_seawater",45.4142,12.4378,"DPANN",0.0008380252400787,6
"marine","free-living","saline_water","coastal_seawater",45.4568,12.2605,"Bonafide",0.991105574359139,55
"marine","free-living","saline_water","coastal_seawater",45.4568,12.2605,"CPR",0.00812955999615263,82
"marine","free-living","saline_water","coastal_seawater",45.4568,12.2605,"DPANN",0.00076486564470845,6
"marine","free-living","saline_water","coastal_seawater",45.502,12.4176,"Bonafide",0.994670554089017,53
"marine","free-living","saline_water","coastal_seawater",45.502,12.4176,"CPR",0.00480149192965859,80
"marine","free-living","saline_water","coastal_seawater",45.502,12.4176,"DPANN",0.00052795398132461,6
"marine","free-living","saline_water","coastal_seawater",45.70092,13.71003,"Bonafide",0.997105602744625,52
"marine","free-living","saline_water","coastal_seawater",45.70092,13.71003,"CPR",0.0024435242719956,81
"marine","free-living","saline_water","coastal_seawater",45.70092,13.71003,"DPANN",0.00045087298337988,6
"marine","free-living","saline_water","coastal_seawater",46.16,-124.07,"Bonafide",0.99027634376328,34.2857142857143
"marine","free-living","saline_water","coastal_seawater",46.16,-124.07,"CPR",0.00885979429263227,27.1428571428571
"marine","free-living","saline_water","coastal_seawater",46.16,-124.07,"DPANN",0.00086386194408754,1.28571428571429
"marine","free-living","saline_water","coastal_seawater",46.16555,-124.1596,"Bonafide",0.989344128283654,37.25
"marine","free-living","saline_water","coastal_seawater",46.16555,-124.1596,"CPR",0.00938165326293506,32
"marine","free-living","saline_water","coastal_seawater",46.16555,-124.1596,"DPANN",0.0012742184534108,1.85
"marine","free-living","saline_water","coastal_seawater",46.44155,30.77595,"Bonafide",0.993861494187121,55
"marine","free-living","saline_water","coastal_seawater",46.44155,30.77595,"CPR",0.00443336530930141,83
"marine","free-living","saline_water","coastal_seawater",46.44155,30.77595,"DPANN",0.0017051405035775,6
"marine","free-living","saline_water","coastal_seawater",48.04051,-123.0257,"Bonafide",0.987509405568096,40
"marine","free-living","saline_water","coastal_seawater",48.04051,-123.0257,"CPR",0.0117381489841985,33
"marine","free-living","saline_water","coastal_seawater",48.04051,-123.0257,"DPANN",0.00075244544770504,1
"marine","free-living","saline_water","coastal_seawater",48.359,-4.552,"Bonafide",0.996942061963942,58
"marine","free-living","saline_water","coastal_seawater",48.359,-4.552,"CPR",0.00262208997024329,81
"marine","free-living","saline_water","coastal_seawater",48.359,-4.552,"DPANN",0.0004358480658148,6
"marine","free-living","saline_water","coastal_seawater",48.7778,-3.9375,"Bonafide",0.994411480437644,53
"marine","free-living","saline_water","coastal_seawater",48.7778,-3.9375,"CPR",0.00497715632380431,82
"marine","free-living","saline_water","coastal_seawater",48.7778,-3.9375,"DPANN",0.00061136323855088,6
"marine","free-living","saline_water","coastal_seawater",50.151,-4.13,"Bonafide",0.995208275462263,56
"marine","free-living","saline_water","coastal_seawater",50.151,-4.13,"CPR",0.00432372371646992,80
"marine","free-living","saline_water","coastal_seawater",50.151,-4.13,"DPANN",0.00046800082126595,6
"marine","free-living","saline_water","coastal_seawater",51.185917,2.702133,"Bonafide",0.996841125861032,54
"marine","free-living","saline_water","coastal_seawater",51.185917,2.702133,"CPR",0.00266494109178347,78
"marine","free-living","saline_water","coastal_seawater",51.185917,2.702133,"DPANN",0.000493933047184,5
"marine","free-living","saline_water","coastal_seawater",51.2695,2.90465,"Bonafide",0.995934050793748,57
"marine","free-living","saline_water","coastal_seawater",51.2695,2.90465,"CPR",0.00339390413789933,85
"marine","free-living","saline_water","coastal_seawater",51.2695,2.90465,"DPANN",0.00067204506835264,5
"marine","free-living","saline_water","coastal_seawater",51.277933,2.613667,"Bonafide",0.996825650874947,58
"marine","free-living","saline_water","coastal_seawater",51.277933,2.613667,"CPR",0.00252929422263607,80
"marine","free-living","saline_water","coastal_seawater",51.277933,2.613667,"DPANN",0.00064505490241725,5
"marine","free-living","saline_water","coastal_seawater",51.307333,2.849333,"Bonafide",0.996650386320912,56
"marine","free-living","saline_water","coastal_seawater",51.307333,2.849333,"CPR",0.00292506543619631,84
"marine","free-living","saline_water","coastal_seawater",51.307333,2.849333,"DPANN",0.00042454824289196,5
"marine","free-living","saline_water","coastal_seawater",51.334817,2.50215,"Bonafide",0.995528351152516,55
"marine","free-living","saline_water","coastal_seawater",51.334817,2.50215,"CPR",0.00393235451411822,79
"marine","free-living","saline_water","coastal_seawater",51.334817,2.50215,"DPANN",0.00053929433336478,5
"marine","free-living","saline_water","coastal_seawater",51.361369,3.118856,"Bonafide",0.99540898790195,56
"marine","free-living","saline_water","coastal_seawater",51.361369,3.118856,"CPR",0.00411304371523978,84
"marine","free-living","saline_water","coastal_seawater",51.361369,3.118856,"DPANN",0.00047796838281074,5
"marine","free-living","saline_water","coastal_seawater",51.37485,3.218333,"Bonafide",0.971013206925398,53
"marine","free-living","saline_water","coastal_seawater",51.37485,3.218333,"CPR",0.0273137468630382,61
"marine","free-living","saline_water","coastal_seawater",51.37485,3.218333,"DPANN",0.0016730462115643,5
"marine","free-living","saline_water","coastal_seawater",51.434733,2.810867,"Bonafide",0.99493909548736,54
"marine","free-living","saline_water","coastal_seawater",51.434733,2.810867,"CPR",0.00430602169667882,82
"marine","free-living","saline_water","coastal_seawater",51.434733,2.810867,"DPANN",0.00075488281596098,6
"marine","free-living","saline_water","coastal_seawater",51.441017,3.13995,"Bonafide",0.997455601837356,55
"marine","free-living","saline_water","coastal_seawater",51.441017,3.13995,"CPR",0.00219034898944061,84
"marine","free-living","saline_water","coastal_seawater",51.441017,3.13995,"DPANN",0.0003540491732027,6
"marine","free-living","saline_water","coastal_seawater",51.458433,2.350467,"Bonafide",0.997557713631085,54
"marine","free-living","saline_water","coastal_seawater",51.458433,2.350467,"CPR",0.00183270009932049,78
"marine","free-living","saline_water","coastal_seawater",51.458433,2.350467,"DPANN",0.00060958626959477,6
"marine","free-living","saline_water","coastal_seawater",51.471583,3.0592,"Bonafide",0.997160521606823,52
"marine","free-living","saline_water","coastal_seawater",51.471583,3.0592,"CPR",0.00234658780417241,78
"marine","free-living","saline_water","coastal_seawater",51.471583,3.0592,"DPANN",0.00049289058900425,5
"marine","free-living","saline_water","coastal_seawater",51.481583,2.451483,"Bonafide",0.996946371783752,53
"marine","free-living","saline_water","coastal_seawater",51.481583,2.451483,"CPR",0.00231280716970222,80
"marine","free-living","saline_water","coastal_seawater",51.481583,2.451483,"DPANN",0.00074082104654524,5
"marine","free-living","saline_water","coastal_seawater",51.580317,2.7897,"Bonafide",0.996554395543587,52
"marine","free-living","saline_water","coastal_seawater",51.580317,2.7897,"CPR",0.00300291437636033,77
"marine","free-living","saline_water","coastal_seawater",51.580317,2.7897,"DPANN",0.00044269008005311,5
"marine","free-living","saline_water","coastal_seawater",51.682717,2.414967,"Bonafide",0.99786063569682,28
"marine","free-living","saline_water","coastal_seawater",51.682717,2.414967,"CPR",0.00122249388753056,8
"marine","free-living","saline_water","coastal_seawater",51.682717,2.414967,"DPANN",0.00091687041564792,1
"marine","free-living","saline_water","coastal_seawater",51.7423,-8.3112,"Bonafide",0.997490481549771,53
"marine","free-living","saline_water","coastal_seawater",51.7423,-8.3112,"CPR",0.00196355451258349,80
"marine","free-living","saline_water","coastal_seawater",51.7423,-8.3112,"DPANN",0.00054596393764516,4
"marine","free-living","saline_water","coastal_seawater",51.796139,1.012958,"Bonafide",0.997604590573391,56
"marine","free-living","saline_water","coastal_seawater",51.796139,1.012958,"CPR",0.00223122967939192,82
"marine","free-living","saline_water","coastal_seawater",51.796139,1.012958,"DPANN",0.00016417974721701,5
"marine","free-living","saline_water","coastal_seawater",53.225417,-4.159028,"Bonafide",0.996470496550479,55
"marine","free-living","saline_water","coastal_seawater",53.225417,-4.159028,"CPR",0.00279119941591944,82
"marine","free-living","saline_water","coastal_seawater",53.225417,-4.159028,"DPANN",0.00073830403360103,5
"marine","free-living","saline_water","coastal_seawater",53.580926,8.148636,"Bonafide",0.993173703411594,56
"marine","free-living","saline_water","coastal_seawater",53.580926,8.148636,"CPR",0.0062357461721065,85
"marine","free-living","saline_water","coastal_seawater",53.580926,8.148636,"DPANN",0.00059055041629918,5
"marine","free-living","saline_water","coastal_seawater",54.18194,7.9,"Bonafide",0.994983965671516,56
"marine","free-living","saline_water","coastal_seawater",54.18194,7.9,"CPR",0.00418329425441999,81
"marine","free-living","saline_water","coastal_seawater",54.18194,7.9,"DPANN",0.00083274007406487,6
"marine","free-living","saline_water","coastal_seawater",54.8333,10,"Bonafide",0.995653258361121,56
"marine","free-living","saline_water","coastal_seawater",54.8333,10,"CPR",0.00324976450104488,80
"marine","free-living","saline_water","coastal_seawater",54.8333,10,"DPANN",0.00109697713783409,5
"marine","free-living","saline_water","coastal_seawater",55.03306,-1.43278,"Bonafide",0.996093514472402,54
"marine","free-living","saline_water","coastal_seawater",55.03306,-1.43278,"CPR",0.00316707762513602,80
"marine","free-living","saline_water","coastal_seawater",55.03306,-1.43278,"DPANN",0.00073940790246161,5
"marine","free-living","saline_water","coastal_seawater",56.9631,-2.1031,"Bonafide",0.996863113645456,56
"marine","free-living","saline_water","coastal_seawater",56.9631,-2.1031,"CPR",0.0025590388681809,83
"marine","free-living","saline_water","coastal_seawater",56.9631,-2.1031,"DPANN",0.00057784748636342,6
"marine","free-living","saline_water","coastal_seawater",57.8498,-5.6495,"Bonafide",0.99791188838472,55
"marine","free-living","saline_water","coastal_seawater",57.8498,-5.6495,"CPR",0.0019195851941459,81
"marine","free-living","saline_water","coastal_seawater",57.8498,-5.6495,"DPANN",0.00016852642113367,5
"marine","free-living","saline_water","coastal_seawater",58.957,-2.9726,"Bonafide",0.996601169748215,56
"marine","free-living","saline_water","coastal_seawater",58.957,-2.9726,"CPR",0.00298001704540457,83
"marine","free-living","saline_water","coastal_seawater",58.957,-2.9726,"DPANN",0.00041881320638119,6
"marine","free-living","saline_water","coastal_seawater",59.622,10.6282,"Bonafide",0.997243604922377,56
"marine","free-living","saline_water","coastal_seawater",59.622,10.6282,"CPR",0.0026046799164574,84
"marine","free-living","saline_water","coastal_seawater",59.622,10.6282,"DPANN",0.00015171516116545,6
"marine","free-living","saline_water","coastal_seawater",59.81618,10.59863,"Bonafide",0.995481947404899,56
"marine","free-living","saline_water","coastal_seawater",59.81618,10.59863,"CPR",0.00337382798708005,81
"marine","free-living","saline_water","coastal_seawater",59.81618,10.59863,"DPANN",0.00114422460802134,6
"marine","free-living","saline_water","coastal_seawater",59.8822,23.2538,"Bonafide",0.995382736542077,54
"marine","free-living","saline_water","coastal_seawater",59.8822,23.2538,"CPR",0.00440926006396612,85
"marine","free-living","saline_water","coastal_seawater",59.8822,23.2538,"DPANN",0.00020800339395635,5
"marine","free-living","saline_water","coastal_seawater",59.89961,10.71999,"Bonafide",0.998207269904273,56
"marine","free-living","saline_water","coastal_seawater",59.89961,10.71999,"CPR",0.00169532050216121,81
"marine","free-living","saline_water","coastal_seawater",59.89961,10.71999,"DPANN",9.740959356585e-05,6
"marine","free-living","saline_water","coastal_seawater",60.16121,5.11504,"Bonafide",0.995350145256765,52
"marine","free-living","saline_water","coastal_seawater",60.16121,5.11504,"CPR",0.00432766868351491,81
"marine","free-living","saline_water","coastal_seawater",60.16121,5.11504,"DPANN",0.00032218605971908,5
"marine","free-living","saline_water","coastal_seawater",60.27,-5.22,"Bonafide",0.995069033530572,15
"marine","free-living","saline_water","coastal_seawater",60.27,-5.22,"CPR",0.0029585798816568,3
"marine","free-living","saline_water","coastal_seawater",60.27,-5.22,"DPANN",0.0019723865877712,1
"marine","free-living","saline_water","coastal_seawater",60.27,5.22,"Bonafide",0.996288362885481,46
"marine","free-living","saline_water","coastal_seawater",60.27,5.22,"CPR",0.00292136683256352,50
"marine","free-living","saline_water","coastal_seawater",60.27,5.22,"DPANN",0.0007902702819559,2.5
"marine","free-living","saline_water","coastal_seawater",60.27,64.47,"Bonafide",0.995775721733396,50
"marine","free-living","saline_water","coastal_seawater",60.27,64.47,"CPR",0.00294669166889898,57
"marine","free-living","saline_water","coastal_seawater",60.27,64.47,"DPANN",0.00127758659770446,3
"marine","free-living","saline_water","coastal_seawater",64.208333,-22.015,"Bonafide",0.994965317102553,55
"marine","free-living","saline_water","coastal_seawater",64.208333,-22.015,"CPR",0.00440652272079226,78
"marine","free-living","saline_water","coastal_seawater",64.208333,-22.015,"DPANN",0.00062816017665442,5.5
"marine","free-living","saline_water","coastal_seawater",65.4877,-18.06032,"Bonafide",0.997943440483663,50
"marine","free-living","saline_water","coastal_seawater",65.4877,-18.06032,"CPR",0.00183562390564604,78
"marine","free-living","saline_water","coastal_seawater",65.4877,-18.06032,"DPANN",0.0002209356106908,5
"marine","free-living","saline_water","coastal_seawater",65.48868,-18.0608,"Bonafide",0.99862779768007,55
"marine","free-living","saline_water","coastal_seawater",65.48868,-18.0608,"CPR",0.00123829380392338,77
"marine","free-living","saline_water","coastal_seawater",65.48868,-18.0608,"DPANN",0.00013390851600566,4
"marine","free-living","saline_water","coastal_seawater",65.7064,-18.1181,"Bonafide",0.997207090194718,55
"marine","free-living","saline_water","coastal_seawater",65.7064,-18.1181,"CPR",0.00272692844095072,85
"marine","free-living","saline_water","coastal_seawater",65.7064,-18.1181,"DPANN",6.598136433192e-05,6
"marine","free-living","saline_water","coastal_seawater",65.9449,-22.4192,"Bonafide",0.995265905308202,54
"marine","free-living","saline_water","coastal_seawater",65.9449,-22.4192,"CPR",0.00424592886428516,81
"marine","free-living","saline_water","coastal_seawater",65.9449,-22.4192,"DPANN",0.00048816582751182,5.5
"marine","free-living","saline_water","coastal_seawater",66.00659,-18.19753,"Bonafide",0.996768749283128,55
"marine","free-living","saline_water","coastal_seawater",66.00659,-18.19753,"CPR",0.00287732061806678,81
"marine","free-living","saline_water","coastal_seawater",66.00659,-18.19753,"DPANN",0.00035393009880548,5
"marine","free-living","saline_water","coastal_seawater",66.00696,-18.19041,"Bonafide",0.997687078729724,52
"marine","free-living","saline_water","coastal_seawater",66.00696,-18.19041,"CPR",0.00202408172174828,75
"marine","free-living","saline_water","coastal_seawater",66.00696,-18.19041,"DPANN",0.00028883954852835,5
"marine","free-living","saline_water","coastal_seawater",66.1316,-18.7902,"Bonafide",0.995909935849702,53
"marine","free-living","saline_water","coastal_seawater",66.1316,-18.7902,"CPR",0.0036156939319223,82
"marine","free-living","saline_water","coastal_seawater",66.1316,-18.7902,"DPANN",0.00047437021837577,5
"marine","free-living","saline_water","coastal_seawater",69.023323,-105.34339,"Bonafide",0.995271651357626,56
"marine","free-living","saline_water","coastal_seawater",69.023323,-105.34339,"CPR",0.00443499545775708,84
"marine","free-living","saline_water","coastal_seawater",69.023323,-105.34339,"DPANN",0.00029335318461693,5
"marine","free-living","saline_water","coastal_seawater",74.31,-20.3043,"Bonafide",0.989496459276138,53
"marine","free-living","saline_water","coastal_seawater",74.31,-20.3043,"CPR",0.0102193871558042,80
"marine","free-living","saline_water","coastal_seawater",74.31,-20.3043,"DPANN",0.00028415356805708,5
"marine","free-living","saline_water","coastal_seawater",78.453333,-2.829667,"Bonafide",0.991032654499762,56
"marine","free-living","saline_water","coastal_seawater",78.453333,-2.829667,"CPR",0.00857506244349432,82
"marine","free-living","saline_water","coastal_seawater",78.453333,-2.829667,"DPANN",0.00039228305674312,5
"marine","free-living","saline_water","coral_reef_biofilm",19.72944,-155.06861,"Bonafide",0.991373790270051,41.7058823529412
"marine","free-living","saline_water","coral_reef_biofilm",19.72944,-155.06861,"CPR",0.00829727728266971,42.0588235294118
"marine","free-living","saline_water","coral_reef_biofilm",19.72944,-155.06861,"DPANN",0.00032893244727899,2.47058823529412
"marine","free-living","saline_water","coral_reef_seawater",-20.57671667,-34.80645,"Bonafide",0.995320269084527,34
"marine","free-living","saline_water","coral_reef_seawater",-20.57671667,-34.80645,"CPR",0.00336355659549573,17
"marine","free-living","saline_water","coral_reef_seawater",-20.57671667,-34.80645,"DPANN",0.0013161743199766,2
"marine","free-living","saline_water","coral_reef_seawater",-20.53,-29.33,"Bonafide",0.981455998422136,35.6666666666667
"marine","free-living","saline_water","coral_reef_seawater",-20.53,-29.33,"CPR",0.017770387795855,27.3333333333333
"marine","free-living","saline_water","coral_reef_seawater",-20.53,-29.33,"DPANN",0.00077361378200911,2
"marine","free-living","saline_water","coral_reef_seawater",-20.514,-38.071,"Bonafide",0.996001188697061,29.5
"marine","free-living","saline_water","coral_reef_seawater",-20.514,-38.071,"CPR",0.0024201357995307,15.5
"marine","free-living","saline_water","coral_reef_seawater",-20.514,-38.071,"DPANN",0.00157867550340861,1.5
"marine","free-living","saline_water","coral_reef_seawater",-20.504,-25.355,"Bonafide",0.995309221083817,33
"marine","free-living","saline_water","coral_reef_seawater",-20.504,-25.355,"CPR",0.00407357116405372,26
"marine","free-living","saline_water","coral_reef_seawater",-20.504,-25.355,"DPANN",0.00061720775212936,3
"marine","free-living","saline_water","coral_reef_seawater",-18.52,-38.6966666666667,"Bonafide",0.993013857335719,53.3333333333333
"marine","free-living","saline_water","coral_reef_seawater",-18.52,-38.6966666666667,"CPR",0.0047116340467586,74.6666666666667
"marine","free-living","saline_water","coral_reef_seawater",-18.52,-38.6966666666667,"DPANN",0.00227450861752166,5
"marine","free-living","saline_water","coral_reef_seawater",-17.9836444,-38.667725,"Bonafide",0.955370079382895,50
"marine","free-living","saline_water","coral_reef_seawater",-17.9836444,-38.667725,"CPR",0.0110605473134297,66
"marine","free-living","saline_water","coral_reef_seawater",-17.9836444,-38.667725,"DPANN",0.0335693733036753,6
"marine","free-living","saline_water","coral_reef_seawater",-17.983644,-38.667725,"Bonafide",0.958006789321487,53
"marine","free-living","saline_water","coral_reef_seawater",-17.983644,-38.667725,"CPR",0.00805259029977181,76
"marine","free-living","saline_water","coral_reef_seawater",-17.983644,-38.667725,"DPANN",0.0339406203787412,6
"marine","free-living","saline_water","coral_reef_seawater",-17.965,-38.694,"Bonafide",0.967580851581699,53
"marine","free-living","saline_water","coral_reef_seawater",-17.965,-38.694,"CPR",0.0074904014509708,69
"marine","free-living","saline_water","coral_reef_seawater",-17.965,-38.694,"DPANN",0.0249287469673296,6
"marine","free-living","saline_water","coral_reef_seawater",-17.964779,-38.102778,"Bonafide",0.993632431877214,58
"marine","free-living","saline_water","coral_reef_seawater",-17.964779,-38.102778,"CPR",0.00353200436384231,85
"marine","free-living","saline_water","coral_reef_seawater",-17.964779,-38.102778,"DPANN",0.00283556375894284,6
"marine","free-living","saline_water","coral_reef_seawater",-17.964778,-38.702778,"Bonafide",0.979981607567495,45
"marine","free-living","saline_water","coral_reef_seawater",-17.964778,-38.702778,"CPR",0.00692901424147532,50.8571428571429
"marine","free-living","saline_water","coral_reef_seawater",-17.964778,-38.702778,"DPANN",0.0130893781910298,3.71428571428571
