"","c.0.479222077239811..0.450431147717687..0.45742404096462..0.32701987604224.."
"354",0.306984039930159
"355",0.317764950920724
"356",0.317415317269966
"357",0.321765146234834
"358",0.341039892844036
"359",0.349412600994354
"360",0.34781230263695
"361",0.380212012711276
"362",0.378895184091416
"363",0.368668502057187
"364",0.373006407045304
"365",0.390342862467973
"366",0.412584791587451
"367",0.441569430673844
"368",0.476253195798811
"369",0.532142856918133
"370",0.540031055195179
"371",0.565861220389764
"372",0.606969806666091
"373",0.532620633991869
"374",0.430488658410411
"375",0.371147147599139
"376",0.355087092537423
"377",0.345421057642267
"378",0.32465597124755
"379",0.310875944141424
"380",0.288125436963411
"381",0.311791730725271
"382",0.325203939329549
"383",0.30014118743554
"384",0.307038437175022
"385",0.31096557846798
"386",0.305292597085555
"387",0.277943399053219
"388",0.265720913881266
"389",0.271731636399378
"390",0.252797383822871
"391",0.334141258790631
"392",0.418850542484313
"393",0.508784730312683
"394",0.562422018293208
"395",0.593232567444878
"396",0.445208917825806
"397",0.346238243320734
"398",0.338267961520353
"399",0.363656562034978
"400",0.459451494552507
"401",0.388331359951888
"402",0.296949274144434
"403",0.30752109080917
"404",0.303871504457901
"405",0.315126322735552
"406",0.327303062624665
"407",0.32590059531162
"408",0.340130398596207
"409",0.335564742505971
"410",0.349123562539435
"411",0.372804517444213
"412",0.367853267002885
"413",0.350438188841689
"414",0.361689955336371
"415",0.389605557995236
"416",0.412325075418368
"417",0.440613436062852
"418",0.492108781401669
"419",0.549867360702942
"420",0.647964187043718
"421",0.670007561500194
"422",0.648390429885478
"423",0.566810796818019
"424",0.446825702103574
"425",0.356776395987782
"426",0.327683214105103
"427",0.343384920630677
"428",0.3465602221547
"429",0.328109677178624
"430",0.298114394542935
"431",0.310731975493366
"432",0.359105346855901
"433",0.367829953897943
"434",0.348704839039215
"435",0.32359420246812
"436",0.284449989111114
"437",0.263726101786465
"438",0.257506851252764
"439",0.300374381408313
"440",0.377137105408397
"441",0.403339965665241
"442",0.41036926007603
"443",0.430896968094523
"444",0.446782033291619
"445",0.442317463579489
"446",0.408486184138042
"447",0.332673508491415
"448",0.335380125367246
"449",0.34265529280788
"450",0.373725621051993
"451",0.370126467773897
"452",0.310385928474137
"453",0.334061220276501
"454",0.290716243394858
"455",0.348259656266045
"456",0.328714968441734
"457",0.326742698640712
"458",0.346000455942669
"459",0.331037564050476
"460",0.312379686602655
"461",0.32110869827991
"462",0.34213381546051
"463",0.354492749938982
"464",0.354414253047175
"465",0.346087007024577
"466",0.373463985720426
"467",0.405628047810933
"468",0.421430903637973
"469",0.445245916761583
"470",0.509086447824676
"471",0.621659642636847
"472",0.708875950307916
"473",0.717859266745278
"474",0.682761686142184
"475",0.545827743903688
"476",0.419841365175156
"477",0.345358134282102
"478",0.308022495604647
"479",0.320185455277884
"480",0.33329198219848
"481",0.338309616784783
"482",0.334695487746967
"483",0.348269535233591
"484",0.347349784478055
"485",0.375597465170191
"486",0.359801310681009
"487",0.321570083818322
"488",0.267016851945551
"489",0.240620864165519
"490",0.25997522455617
"491",0.294340094091819
"492",0.379284365074038
"493",0.425090746496948
"494",0.409446205844084
"495",0.406607701605347
"496",0.377806169497035
"497",0.366217448408667
"498",0.328847485038242
"499",0.290373562775397
"500",0.298792425210397
"501",0.311069653705693
"502",0.283225248828856
"503",0.283388943950326
"504",0.273797756392087
"505",0.283478200736721
"506",0.300270935404201
"507",0.254592603019228
"508",0.230495771896276
"509",0.234858547342499
"510",0.241048648629603
"511",0.213327038690128
"512",0.219325790038969
"513",0.225437504550147
"514",0.534714094184569
"515",0.482071718913298
"516",0.352002086035238
"517",0.335564113272369
"518",0.34015437239643
"519",0.335881372854323
"520",0.326546849682198
"521",0.346193316041576
"522",0.337738555829602
"523",0.332507044742097
"524",0.355166659126352
"525",0.381105555887303
"526",0.396415218417367
"527",0.42673572044007
"528",0.446271221453797
"529",0.446227930182004
"530",0.484644843880539
"531",0.704562805662023
"532",0.722269942599427
"533",0.676650506479568
"534",0.620057173423516
"535",0.515183658501335
"536",0.453325999825453
"537",0.369762833675502
"538",0.343641742325192
"539",0.320117403663865
"540",0.325476334555705
"541",0.327535847595596
"542",0.327074273287103
"543",0.342333376897275
"544",0.356000110493422
"545",0.372779064945027
"546",0.355710694498342
"547",0.300160882447272
"548",0.267869557860831
"549",0.269417094980737
"550",0.288573765904588
"551",0.310834509108756
"552",0.339570632384176
"553",0.394412179093225
"554",0.398272904779528
"555",0.357929718256252
"556",0.350065305009349
"557",0.317183853689598
"558",0.286754588638849
"559",0.260168824004558
"560",0.273356726560688
"561",0.255605181461848
"562",0.237845047324346
"563",0.258334608055739
"564",0.242639791638103
"565",0.256105768253643
"566",0.278210603102161
"567",0.229445439437557
"568",0.213183007118709
"569",0.228176731457383
"570",0.247947550107289
"571",0.250616412967021
"572",0.230527327961399
"573",0.215230501796809
"574",0.240588002440672
"575",0.277244477830182
"576",0.518065737166988
"577",0.496930409721057
"578",0.388508457749073
"579",0.352142530975127
"580",0.351412242457048
"581",0.333567995517845
"582",0.329079735160612
"583",0.347156546838987
"584",0.340749438613513
"585",0.350718197794425
"586",0.352380758816713
"587",0.371368858058681
"588",0.393171582124205
"589",0.42745125343019
"590",0.427843360349061
"591",0.428172858524566
"592",0.519502214556202
"593",0.564994954490368
"594",0.587797310517158
"595",0.582865188777319
"596",0.53687255420832
"597",0.490054144922191
"598",0.437035959882333
"599",0.394279693958397
"600",0.372455953490578
"601",0.340543364608972
"602",0.33701455964754
"603",0.305621591874179
"604",0.28400335910066
"605",0.300709479762873
"606",0.326876505166104
"607",0.354181625384644
"608",0.338097690907746
"609",0.320224436299506
"610",0.28474909530366
"611",0.260323757048125
"612",0.272288508136841
"613",0.314564448590956
"614",0.314907915752418
"615",0.326720014769373
"616",0.3545377401415
"617",0.311336731907915
"618",0.297380236238206
"619",0.28789667908753
"620",0.26606881713962
"621",0.25045630447708
"622",0.280047398908747
"623",0.257136673124912
"624",0.234206850101267
"625",0.250883302399162
"626",0.269887793176454
"627",0.252663404258239
"628",0.239380959353461
"629",0.242366625600786
"630",0.262725510243956
"631",0.264042747865657
"632",0.23861922488614
"633",0.226040719342371
"634",0.252256840697371
"635",0.207546772978621
"636",0.227941476744565
"637",0.264594711581027
"638",0.344930161047937
"639",0.323900890925566
"640",0.366955507961726
"641",0.393143958769093
"642",0.43128388383618
"643",0.470876331749324
"644",0.438923817995693
"645",0.375428138407987
"646",0.357030165899328
"647",0.344859718346232
"648",0.324781031425878
"649",0.332781925440979
"650",0.348942594955599
"651",0.347524270955793
"652",0.349500190311704
"653",0.347666446288087
"654",0.348480863338706
"655",0.36053619260438
"656",0.359048841678472
"657",0.361634677164466
"658",0.392192935103554
"659",0.475609993211201
"660",0.491217314696527
"661",0.522750129637855
"662",0.511437107252052
"663",0.463114546502851
"664",0.42908386293304
"665",0.400973890014625
"666",0.376138543144253
"667",0.356163774153212
"668",0.338352278822975
"669",0.329710887924751
"670",0.308168666570312
"671",0.296577397085857
"672",0.342713496916033
"673",0.361789814708954
"674",0.342086654402066
"675",0.336494529537454
"676",0.343817046806613
"677",0.329976644736409
"678",0.308109015224875
"679",0.288385971136175
"680",0.293318124337694
"681",0.294450084125388
"682",0.281067449500387
"683",0.284441211302371
"684",0.282566598556325
"685",0.267589454523055
"686",0.269322741402169
"687",0.281275096588932
"688",0.263634453912384
"689",0.244838758574961
"690",0.234204600591141
"691",0.223021593598279
"692",0.249178755764803
"693",0.273707429908569
"694",0.220494150990519
"695",0.217398526171305
"696",0.245251520086805
"697",0.249368092155541
"698",0.243807869434532
"699",0.245873548963719
"700",0.232992492173436
"701",0.242003463427591
"702",0.227582955169183
"703",0.274686234237621
"704",0.266578496356959
"705",0.27131750630445
"706",0.25038402126709
"707",0.240727660838559
"708",0.322244370545853
"709",0.340524047137401
"710",0.366020466829669
"711",0.383486135372438
"712",0.395285114868798
"713",0.39307436553275
"714",0.374303288959991
"715",0.352048334704959
"716",0.3352941091339
"717",0.329595014557006
"718",0.348308327485133
"719",0.358042508379348
"720",0.360525841711633
"721",0.335655981378211
"722",0.330088239315662
"723",0.335468123686437
"724",0.345746654569443
"725",0.348607087599198
"726",0.340749879077034
"727",0.354405286468352
"728",0.382724857099478
"729",0.43295836883522
"730",0.442789168548969
"731",0.456488527907362
"732",0.453230073162881
"733",0.420652195594247
"734",0.394045619058582
"735",0.380408050439871
"736",0.357234635358186
"737",0.35437042692682
"738",0.352740334358377
"739",0.331193110596805
"740",0.301499545473109
"741",0.328598497302068
"742",0.322734354751461
"743",0.336220529765614
"744",0.345618825763267
"745",0.331922235032721
"746",0.337080062865472
"747",0.334577600831697
"748",0.323690758364294
"749",0.314769327051654
"750",0.306244470216456
"751",0.293755158535722
"752",0.275854123263969
"753",0.258283356978885
"754",0.266265861641978
"755",0.269958487571599
"756",0.264810758938154
"757",0.278397170865051
"758",0.268683408601209
"759",0.252372871373516
"760",0.235361902762142
"761",0.230932035283143
"762",0.23594372361191
"763",0.227594045411413
"764",0.214656829522182
"765",0.229674747892839
"766",0.258762250942263
"767",0.240213341023408
"768",0.222020687438969
"769",0.213057994132901
"770",0.195890299162195
"771",0.221654677983728
"772",0.240664281284033
"773",0.271053102345035
"774",0.251032792572075
"775",0.24076615420414
"776",0.229751829009042
"777",0.212947972637652
"778",0.229362160370378
"779",0.230049047500783
"780",0.306941346430287
"781",0.323287576934034
"782",0.342468190196429
"783",0.353038465238841
"784",0.351648330904388
"785",0.347608021948173
"786",0.344095577060385
"787",0.325172855189628
"788",0.317234727226291
"789",0.318369078101672
"790",0.332383714956173
"791",0.351337426581812
"792",0.357474530668816
"793",0.353149241814412
"794",0.325373266091754
"795",0.32187755881777
"796",0.308436374006135
"797",0.313921308926706
"798",0.321491240848035
"799",0.320060080482755
"800",0.324494855983846
"801",0.341724341694234
"802",0.366458728033221
"803",0.412743232608347
"804",0.430136759518686
"805",0.408397179045088
"806",0.367578386304002
"807",0.354918143315379
"808",0.33625715116123
"809",0.345721422302016
"810",0.343643913181118
"811",0.330269143976137
"812",0.310365604228804
"813",0.315442984545584
"814",0.354003929815537
"815",0.318671833849107
"816",0.318032626894868
"817",0.329440789401241
"818",0.331966784771718
"819",0.325160962674556
"820",0.312521641703188
"821",0.31610018758083
"822",0.295665826367142
"823",0.307849047362352
"824",0.294545727632839
"825",0.282811307504008
"826",0.267259138343867
"827",0.268167783126335
"828",0.271767660023073
"829",0.275061477695967
"830",0.273618770894096
"831",0.265843582971908
"832",0.246388435089112
"833",0.238133456545663
"834",0.227081062717665
"835",0.224694348204914
"836",0.217455157195454
"837",0.209697399044032
"838",0.215670304622685
"839",0.245341626338562
"840",0.246582962657063
"841",0.223755500209567
"842",0.210250165032244
"843",0.235724058161573
"844",0.240669960117288
"845",0.243568304471543
"846",0.280160126108483
"847",0.246495719418194
"848",0.233525264263956
"849",0.218041697297235
"850",0.195955975419368
"851",0.23297487363259
"852",0.231325966979458
"853",0.218031346404488
"854",0.297877771247034
"855",0.427452386050673
"856",0.333034594193723
"857",0.338900750291856
"858",0.338537776888742
"859",0.343809684773473
"860",0.323976398957764
"861",0.316531904754925
"862",0.311562343615788
"863",0.304564353576682
"864",0.301664656370183
"865",0.304423814251752
"866",0.319499936730563
"867",0.325998755753478
"868",0.332781862517619
"869",0.333243279517712
"870",0.32971066769299
"871",0.33892507017056
"872",0.317894761812745
"873",0.314708983549255
"874",0.30320492584199
"875",0.290210654195929
"876",0.318511599512446
"877",0.302830217232205
"878",0.34267416981593
"879",0.352324253639284
"880",0.344360547330041
"881",0.345756690845389
"882",0.319613356087261
"883",0.314497246442299
"884",0.308756433677616
"885",0.325556813533356
"886",0.322511606056476
"887",0.312032192346142
"888",0.299110597181073
"889",0.292915729449436
"890",0.314454269787306
"891",0.317121842718155
"892",0.306175978138916
"893",0.306527247797039
"894",0.308674916464522
"895",0.30281690894153
"896",0.286155149248234
"897",0.291085037208787
"898",0.297215660189694
"899",0.297619313545154
"900",0.305798186284483
"901",0.327694823465054
"902",0.287464364141514
"903",0.271702502883622
"904",0.279709217309538
"905",0.267159058739524
"906",0.27652803245134
"907",0.289759336395143
"908",0.259782207148863
"909",0.234261735002171
"910",0.223385998507836
"911",0.221285805515599
"912",0.236233753109752
"913",0.23011255290203
"914",0.225494922116297
"915",0.240479145027586
"916",0.253228880765205
"917",0.250788901628074
"918",0.228534120412282
"919",0.24966826804521
"920",0.252860055489596
"921",0.232709321321852
"922",0.245682828259058
"923",0.21935273696796
"924",0.204270526654053
"925",0.220241088966774
"926",0.220068065457159
"927",0.23495768309644
"928",0.240025215907354
"929",0.246620559364762
"930",0.249740095060838
"931",0.398654597882291
"932",0.350483367814288
"933",0.34918274195967
"934",0.342863789361788
"935",0.338139377633855
"936",0.308657077691915
"937",0.29884304705365
"938",0.289768397359007
"939",0.289231881328558
"940",0.288693162980502
"941",0.294579360168847
"942",0.302334821617624
"943",0.311813785363009
"944",0.32008134857849
"945",0.325994602811707
"946",0.335591516395721
"947",0.35153462839257
"948",0.339131584638622
"949",0.329705696747537
"950",0.306301856320927
"951",0.299150490591417
"952",0.305643772358638
"953",0.288700682322042
"954",0.290939086474883
"955",0.300888654030944
"956",0.297947616176817
"957",0.288303730304439
"958",0.291981317550981
"959",0.290894977199407
"960",0.288588112430706
"961",0.282050186539449
"962",0.29256316986243
"963",0.271890801038916
"964",0.280321902067468
"965",0.281233409862823
"966",0.297094469798016
"967",0.306067781421112
"968",0.323946919363527
"969",0.318280482010559
"970",0.315154858479387
"971",0.288800636079665
"972",0.274615319610715
"973",0.274122346545499
"974",0.261346796499373
"975",0.277790904289858
"976",0.29490020638233
"977",0.303889091537067
"978",0.292915509217676
"979",0.294003296806534
"980",0.278027968049281
"981",0.281775431687287
"982",0.284910462260804
"983",0.29319114499688
"984",0.262733721742457
"985",0.242523619384398
"986",0.247301311467551
"987",0.238949572527008
"988",0.269098325238139
"989",0.257202365112924
"990",0.247433812333219
"991",0.236052706871717
"992",0.24010003178259
"993",0.23679243389382
"994",0.227659878976986
"995",0.248764767247436
"996",0.255654702146298
"997",0.224516920060088
"998",0.229208297023934
"999",0.236229788938062
"1000",0.216131202505055
"1001",0.237905579596825
"1002",0.239731678432183
"1003",0.249603032251558
"1004",0.248574345428735
"1005",0.24571778218563
"1006",0.259066721351263
"1007",0.380330717630228
"1008",0.349687859233398
"1009",0.372115884190564
"1010",0.365106567946628
"1011",0.344439547608728
"1012",0.332896666188241
"1013",0.312898143628738
"1014",0.300242808662207
"1015",0.278231871197897
"1016",0.276724888183617
"1017",0.273104183654664
"1018",0.287513633132523
"1019",0.291257321368919
"1020",0.293664360127003
"1021",0.298912986368473
"1022",0.314795629016203
"1023",0.328787110074164
"1024",0.336165377440429
"1025",0.344826211656944
"1026",0.342473601605403
"1027",0.322177703245758
"1028",0.311250275211048
"1029",0.303921182450752
"1030",0.303634346313438
"1031",0.290998014201678
"1032",0.269954460476549
"1033",0.279775066605951
"1034",0.264469336785897
"1035",0.267408298169139
"1036",0.276435692420297
"1037",0.262979956581624
"1038",0.280503750578346
"1039",0.26331722579211
"1040",0.257536897157243
"1041",0.288152934471803
"1042",0.296546659024416
"1043",0.297620509088998
"1044",0.316623835784126
"1045",0.337043126853055
"1046",0.326929832713844
"1047",0.314020822220807
"1048",0.299556220417763
"1049",0.281567690213701
"1050",0.268728398803728
"1051",0.263261255463243
"1052",0.2770076657642
"1053",0.305612625295356
"1054",0.300195867835524
"1055",0.298977765967764
"1056",0.296621789516454
"1057",0.299833523666012
"1058",0.295308201449642
"1059",0.286869518156191
"1060",0.258677650484521
"1061",0.249467589718802
"1062",0.238453044291943
"1063",0.222812279040689
"1064",0.221735896310861
"1065",0.211082436586311
"1066",0.212039941357946
"1067",0.21705007233355
"1068",0.214262127014705
"1069",0.223795094733951
"1070",0.226321247412828
"1071",0.221208881707796
"1072",0.21163024735991
"1073",0.228208995410308
"1074",0.243800743363993
"1075",0.275200506860252
"1076",0.28693769561693
"1077",0.249967012428434
"1078",0.257320141912314
"1079",0.257787379323221
"1080",0.266866087574595
"1081",0.26106392453375
"1082",0.23911793970797
"1083",0.48996992200461
"1084",0.468559934091558
"1085",0.321754512186966
"1086",0.352004823201405
"1087",0.392839409705892
"1088",0.391986955484053
"1089",0.376654577620969
"1090",0.351098538044944
"1091",0.310792916767686
"1092",0.298730005237113
"1093",0.29182470130753
"1094",0.291240520831755
"1095",0.283574190322653
"1096",0.282535011029522
"1097",0.285687314065405
"1098",0.297340877676423
"1099",0.293534329003222
"1100",0.318062767184387
"1101",0.334617242548602
"1102",0.329216404698892
"1103",0.339782306567772
"1104",0.342769781861701
"1105",0.337291548278988
"1106",0.314032431580758
"1107",0.293784323513159
"1108",0.301593584434876
"1109",0.327009839766294
"1110",0.352456518542352
"1111",0.314995819686569
"1112",0.256254755039675
"1113",0.254816641643096
"1114",0.26580991897422
"1115",0.263704566266448
"1116",0.265598748177505
"1117",0.261397843075307
"1118",0.283521586393555
"1119",0.295013845970789
"1120",0.296819463252413
"1121",0.299782775976039
"1122",0.309310442402191
"1123",0.332692857424665
"1124",0.318066636971037
"1125",0.30547708837756
"1126",0.30297645112123
"1127",0.290120138942331
"1128",0.292267681763094
"1129",0.268235677431953
"1130",0.273141371360522
"1131",0.289874800761047
"1132",0.289613071044439
"1133",0.283891670136367
"1134",0.289985986338459
"1135",0.297097175502503
"1136",0.289990737052151
"1137",0.287844389775232
"1138",0.264795562946675
"1139",0.229830200054128
"1140",0.213747822930393
"1141",0.180061031254726
"1142",0.174894472805752
"1143",0.179953259269603
"1144",0.199539696743384
"1145",0.210405632924372
"1146",0.217640906954662
"1147",0.216386388192206
"1148",0.213607566760585
"1149",0.20226338158066
"1150",0.202310322407343
"1151",0.219196576918869
"1152",0.243277158084058
"1153",0.300873426577784
"1154",0.316477192893261
"1155",0.281635018209078
"1156",0.286192683032573
"1157",0.317412359872038
"1158",0.290704319418106
"1159",0.233626460757942
"1160",0.23686871273718
"1161",0.39476451844847
"1162",0.615755354982454
"1163",0.337954257108249
"1164",0.351535603704652
"1165",0.368676745017368
"1166",0.374589023938502
"1167",0.378616748222684
"1168",0.369760159432695
"1169",0.326188501146056
"1170",0.295769177986213
"1171",0.285215294479125
"1172",0.286896826894503
"1173",0.294100576321349
"1174",0.294428438489491
"1175",0.290263761511909
"1176",0.298753538573814
"1177",0.293785802212122
"1178",0.317980620737691
"1179",0.33395808888919
"1180",0.333588665841659
"1181",0.332750967147778
"1182",0.329850546322638
"1183",0.338703642866138
"1184",0.336106544098674
"1185",0.324582602609597
"1186",0.31344730725458
"1187",0.328023220481757
"1188",0.342795171437528
"1189",0.327740757517974
"1190",0.322986834734124
"1191",0.29388002994397
"1192",0.265135097398127
"1193",0.265556809757955
"1194",0.272834966058197
"1195",0.275414037282973
"1196",0.280452342193091
"1197",0.296615245486996
"1198",0.306073413061846
"1199",0.310509572876862
"1200",0.298327106961974
"1201",0.317370704607609
"1202",0.313480153248587
"1203",0.302475266557513
"1204",0.287381053612655
"1205",0.276829749963333
"1206",0.283334515243783
"1207",0.276392715765304
"1208",0.25720837429382
"1209",0.269480301496023
"1210",0.276501069791509
"1211",0.272915507959209
"1212",0.275163602309515
"1213",0.288257261402957
"1214",0.280038998640165
"1215",0.268160641324956
"1216",0.255007928657999
"1217",0.227898625936293
"1218",0.213116418472815
"1219",0.180236021119346
"1220",0.175043695554384
"1221",0.176229360429979
"1222",0.205702898294017
"1223",0.201231013741267
"1224",0.212020482308815
"1225",0.198751723234873
"1226",0.193009258731986
"1227",0.190345476933587
"1228",0.183286608543521
"1229",0.205436008861875
"1230",0.212035458068534
"1231",0.212077018947924
"1232",0.213279122551362
"1233",0.234646070886061
"1234",0.259331675890079
"1235",0.289970381345138
"1236",0.272681433059394
"1237",0.262307651939938
"1238",0.277107682445183
"1239",0.466510048325772
"1240",0.708703854917863
"1241",0.337520935388471
"1242",0.337685700207064
"1243",0.352885026625078
